addr_full,brand,city,country,extras,lat,lon,name,opening_hours,phone,postcode,ref,state,website
Supermarket | Αμύρου 8,Sklavenitis,Αγιά,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.7191,22.75468,Sklavenitis Αγιά,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",249 402 3799,400 03,1004,Λάρισας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Παπαδιαμαντοπούλου 15,Sklavenitis,Μεσολόγγι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.37526,21.43187,Sklavenitis Μεσολόγγι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","263 105 5884, ",302 00,735,Αιτωλοακαρνανίας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Αναγνωσταρά & Δημάρχου Στ. Τσούση,Sklavenitis,Μεσσήνη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.05151,22.01407,Sklavenitis Μεσσήνη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","272 202 5691, ",242 00,764,Μεσσηνίας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Γ. Παπανδρέου 116,Sklavenitis,Μεταμόφωση,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.06631,23.76642,Sklavenitis Μεταμόφωση,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 285 1677,144 52,681,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Μακρυγιάννη 100,Sklavenitis,Μοσχάτο,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.95333,23.67944,Sklavenitis Μοσχάτο,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 483 4710,183 45,903,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Αγίου Γεωργίου 10 & Φωτιάδη,Sklavenitis,Μουδανιά,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.23963,23.2789,Sklavenitis Μουδανιά,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",237 302 5201,632 00,978,Χαλκιδικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Μωρογιάννη 66,Sklavenitis,Μπουρνάζι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.01731,23.70138,Sklavenitis Μπουρνάζι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 578 0351,121 33,890,Αττικής,https://www.sklavenitis.gr/about/katastimata
"Supermarket+ | Ε.Ο. Μυτιλήνης - Θέρμης, Θέση Καρά Τεπέ",Sklavenitis,Μυτιλήνη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",39.12522,26.5449,Sklavenitis Μυτιλήνη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",225 104 0400,811 00,1010,Λέσβου,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Χρ. Πετρίδη 4,Sklavenitis,Νάουσα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.63333,22.07223,Sklavenitis Νάουσα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",233 202 0011,592 00,944,Ημαθίας,https://www.sklavenitis.gr/about/katastimata
Supermarket | Διονυσίου Σολωμού 4,Sklavenitis,Νάουσα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.63011,22.0685,Sklavenitis Νάουσα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",233 202 4697,592 00,987,Ημαθίας,https://www.sklavenitis.gr/about/katastimata
Freshmarket  |  Μελά 2,Sklavenitis,Ναύπακτος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.39282,21.83854,Sklavenitis Ναύπακτος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",263 402 1033,303 00,967,Αιτωλοακαρνανίας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ε.Ο. Αντιρίου–Ναυπάκτου & Παπαφλέσσα,Sklavenitis,Ναύπακτος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.38757,21.8123,Sklavenitis Ναύπακτος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","263 403 8240, ",303 00,768,Αιτωλοακαρνανίας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ανδρ. Συγγρού & Φλέσσα,Sklavenitis,Ναύπλιο,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.56699,22.80048,Sklavenitis Ναύπλιο,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","275 202 5631, ",211 00,678,Αργολίδας,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ε.Ο. Ναυπλίου–Τολού & Δημ. Οδός Αρίας,Sklavenitis,Ναύπλιο,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.57207,22.82746,Sklavenitis Ναύπλιο,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","275 209 6436, ",211 00,754,Αργολίδας,https://www.sklavenitis.gr/about/katastimata
Freshmarket  |  Ελ. Βενιζέλου 140,Sklavenitis,Νέα Ερυθραία,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.0917,23.82176,Sklavenitis Νέα Ερυθραία,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 625 0777, ",146 71,881,Αττικής,https://www.sklavenitis.gr/about/katastimata
Hypermarket  |  Ιφιγενείας 69,Sklavenitis,Νέα Ιωνία,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.04992,23.75225,Sklavenitis Νέα Ιωνία,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 271 7785,142 31,559,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket +  |  Κασταμονής 67 & Αλαμάνας 29,Sklavenitis,Νέα Ιωνία,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.03797,23.77111,Sklavenitis Νέα Ιωνία,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 272 3322, ",142 35,846,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λεωφ. Μαραθώνος 98,Sklavenitis,Νέα Μάκρη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.08513,23.97654,Sklavenitis Νέα Μάκρη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",229 405 0484,190 05,695,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Μακεδονίας 42,Sklavenitis,Νέα Μηχανιώνα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.46876,22.8583,Sklavenitis Νέα Μηχανιώνα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",239 203 6885,570 04,792,Θεσσαλονίκης,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Δαρδανελίων 66 & Αγχιάλου 26,Sklavenitis,Νέα Σμύρνη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.94312,23.7205,Sklavenitis Νέα Σμύρνη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 933 3392,171 24,876,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Αποστολάκη 1 & Αιγαίου 41,Sklavenitis,Νέα Σμύρνη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.95109,23.71853,Sklavenitis Νέα Σμύρνη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 933 8811,171 21,916,Αττικής,https://www.sklavenitis.gr/about/katastimata
Freshmarket  |  Ελλησπόντου 25,Sklavenitis,Νέα Σμύρνη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.94223,23.72171,Sklavenitis Νέα Σμύρνη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 932 9238,171 24,710,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Αγίας Φωτεινής 6,Sklavenitis,Νέα Σμύρνη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.94815,23.71245,Sklavenitis Νέα Σμύρνη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 937 0731,171 21,921,Αττικής,https://www.sklavenitis.gr/about/katastimata
Self-service  |  Αρτάκης 3-5Α,Sklavenitis,Νέα Σμύρνη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.94881,23.72643,Sklavenitis Νέα Σμύρνη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 970 5868,171 24,924,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ηρώων Κύπρου 3,Sklavenitis,Νέα Σμύρνη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.93702,23.7163,Sklavenitis Νέα Σμύρνη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 937 0509,171 23,902,Αττικής,https://www.sklavenitis.gr/about/katastimata
"Hypermarket | Λαχανά 12, Σκρα 15 & Θεσσαλονίκης 92",Sklavenitis,Νέα Φιλαδέλφεια,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.0494617,23.7434193,Sklavenitis Νέα Φιλαδέλφεια,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",214 408 9100,143 42,997,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Λεωφ. Ηρακλείου 432 & Θερμοπυλών,Sklavenitis,Νέο Ηράκλειο,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.05467,23.7691,Sklavenitis Νέο Ηράκλειο,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 281 9986, ",141 22,774,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Σμολένσκυ 18,Sklavenitis,Νέο Φάληρο,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.94694,23.66917,Sklavenitis Νέο Φάληρο,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 483 5318,185 47,904,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ευδόξου 1Α,Sklavenitis,Νέος Κόσμος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.96346,23.73052,Sklavenitis Νέος Κόσμος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 923 2451,117 43,887,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Μπουμπουλίνας 53,Sklavenitis,Νέος Κόσμος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.9525,23.72766,Sklavenitis Νέος Κόσμος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 902 9191, ",172 34,696,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Μπακνανά 24,Sklavenitis,Νέος Κόσμος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.95407,23.72275,Sklavenitis Νέος Κόσμος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 901 3201,117 45,815,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Σαρκουδίνου 12,Sklavenitis,Νέος Κόσμος,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.95898,23.7254,Sklavenitis Νέος Κόσμος,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 923 0382,117 45,877,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Κων/νου Καραμανλή 19,Sklavenitis,Νιγρίτα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",40.90793,23.50191,Sklavenitis Νιγρίτα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","232 202 6130, ",622 00,748,Σερρών,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  7ης Μαρτίου 1944 αρ.23,Sklavenitis,Νίκαια,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.96848,23.65128,Sklavenitis Νίκαια,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 490 9626, ",184 50,863,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Π. Ράλλη 480,Sklavenitis,Νίκαια,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.96433,23.63234,Sklavenitis Νίκαια,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 490 3098, ",184 51,690,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Περικλέους  31 & Πραξιτέλους 17Β,Sklavenitis,Νίκαια,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.97927,23.63614,Sklavenitis Νίκαια,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","210 493 5737, ",185 42,888,Αττικής,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Τυρολόης 12,Sklavenitis,Ξάνθη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",41.12696,24.89119,Sklavenitis Ξάνθη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",254 108 4623,671 00,772,Ξάνθης,https://www.sklavenitis.gr/about/katastimata
Hypermarket  |  4o χλμ. Ξάνθης – Πόρτο Λάγος (εμπορικό κέντρο Φλαμίγκος),Sklavenitis,Ξάνθη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",41.10988,24.92571,Sklavenitis Ξάνθη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","254 104 5000, ",671 00,580,Ξάνθης,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Τσιμισκή & Σκρα 44,Sklavenitis,Ξάνθη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",41.13871,24.89131,Sklavenitis Ξάνθη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",254 107 5160,671 00,639,Ξάνθης,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Ηπείρου & Μεσολογγίου 12,Sklavenitis,Ξάνθη,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",41.13863,24.88372,Sklavenitis Ξάνθη,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",254 107 1888,671 00,665,Ξάνθης,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Νικ. Σπυρίδωνος Μάρκου 3,Sklavenitis,Ξυλόκαστρο,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",38.07888,22.62385,Sklavenitis Ξυλόκαστρο,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","274 302 9024, ",204 00,773,Κορίνθου,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Βασ. Κωνσταντίνου 144-146,Sklavenitis,Ορεστιάδα,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",41.5031,26.52825,Sklavenitis Ορεστιάδα,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}","255 202 8390, ",682 00,677,Έβρου,https://www.sklavenitis.gr/about/katastimata
Supermarket  |  Φρύνης 48 & Ιλιάδος,Sklavenitis,Παγκράτι,Greece,"{'brand': 'sklavenitis', 'fascia': 'sklavenitis', 'category': 'Retail', 'edit_date': '2025-05-10', 'lat_lon_source': 'Website'}",37.96418,23.75014,Sklavenitis Παγκράτι,"{'opening_hours': {'Mon': '08:00-21:00', 'Tue': '08:00-21:00', 'Wed': '08:00-21:00', 'Thu': '08:00-21:00', 'Fri': '08:00-21:00', 'Sat': '08:00-20:00', 'Sun': 'Closed'}}",210 751 6991,116 33,817,Αττικής,https://www.sklavenitis.gr/about/katastimata
